[DIPPR Text]
 309FACU  1 1 5 1 7 1 0 0 0 0 0 0 
 104FACU  2 5 0 0 0 0 0 0 0 0 0 0 
 212FACU  1 2 2 1 7 1 0 0 0 0 0 0 
 213FACU  1 2 3 1 5 1 0 0 0 0 0 0 
 214FACU  1 3 8 1 0 0 0 0 0 0 0 0 
 209FACU  1 1 2 2 5 1 0 0 0 0 0 0 
 210FACU  1 2 2 1 6 1 0 0 0 0 0 0 
 211FACU  1 2 2 1 6 1 0 0 0 0 0 0 
1053FACU  1 2 2 1 20 1 0 0 0 0 0 0 
1061FACU  1 2 3 1 19 1 0 0 0 0 0 0 
1314FACU  1 1 2 2 22 1 0 0 0 0 0 0 
   8FACU  1 3 2 1 3 1 0 0 0 0 0 0 
   7FACU  1 2 2 3 0 0 0 0 0 0 0 0 
   9FACU  1 4 4 1 0 0 0 0 0 0 0 0 
1592FACU  10 3 54 3 0 0 0 0 0 0 0 0 
1573FACU  10 4 54 2 0 0 0 0 0 0 0 0 
1572FACU  10 4 54 2 0 0 0 0 0 0 0 0 
1574FACU  10 4 54 2 0 0 0 0 0 0 0 0 
1680FACU  10 5 11 1 65 1 0 0 0 0 0 0 
1571FACU  10 5 54 1 0 0 0 0 0 0 0 0 
1691FACU  10 5 11 1 64 1 0 0 0 0 0 0 
1886FACU  10 5 58 1 0 0 0 0 0 0 0 0 
 501FACU  10 6 0 0 0 0 0 0 0 0 0 0 
1181FACU  10 5 18 1 0 0 0 0 0 0 0 0 
1792FACU  10 5 37 1 0 0 0 0 0 0 0 0 
1080FACU  2 4 20 1 0 0 0 0 0 0 0 0 
 137FACU  2 6 0 0 0 0 0 0 0 0 0 0 
 216FACU  1 1 2 3 5 1 0 0 0 0 0 0 
 105FACU  1 1 2 4 3 1 0 0 0 0 0 0 
1151FACU  2 5 3 1 15 1 0 0 0 0 0 0 
  14FACU  1 4 2 1 4 1 0 0 0 0 0 0 
  15FACU  1 4 3 2 0 0 0 0 0 0 0 0 
  11FACU  1 2 2 4 0 0 0 0 0 0 0 0 
  12FACU  1 3 2 2 3 1 0 0 0 0 0 0 
  13FACU  1 3 2 2 3 1 0 0 0 0 0 0 
1203FACU  2 4 15 2 26 2 0 0 0 0 0 0 
1706FACU  1 3 2 2 36 1 0 0 0 0 0 0 
 502FACU  10 5 12 1 0 0 0 0 0 0 0 0 
1183FACU  1 1 10 4 11 2 15 1 0 0 0 0 
1182FACU  1 1 10 4 11 2 15 1 0 0 0 0 
1184FACU  1 1 10 4 11 2 15 1 0 0 0 0 
 138FACU  1 1 2 5 3 1 0 0 0 0 0 0 
 107FACU  1 1 2 5 3 1 0 0 0 0 0 0 
 234FACU  1 1 2 4 5 1 0 0 0 0 0 0 
  17FACU  1 2 2 5 0 0 0 0 0 0 0 0 
 601FACU  2 1 10 5 14 1 0 0 0 0 0 0 
 504FACU  1 1 10 5 13 1 0 0 0 0 0 0 
 506FACU  10 4 12 2 0 0 0 0 0 0 0 0 
 505FACU  10 4 12 2 0 0 0 0 0 0 0 0 
 507FACU  10 4 12 2 0 0 0 0 0 0 0 0 
 140FACU  1 1 2 6 3 1 0 0 0 0 0 0 
 114FACU  1 1 2 6 3 1 0 0 0 0 0 0 
  27FACU  1 2 2 6 0 0 0 0 0 0 0 0 
  40FACU  1 5 2 1 3 1 4 1 0 0 0 0 
  41FACU  1 5 2 1 3 1 4 1 0 0 0 0 
  42FACU  1 5 2 1 3 1 4 1 0 0 0 0 
  43FACU  1 5 3 3 0 0 0 0 0 0 0 0 
1204FACU  2 5 15 2 26 3 0 0 0 0 0 0 
 803FACU  0 0 0 0 0 0 0 0 0 0 0 0 
 820FACU  0 0 0 0 0 0 0 0 0 0 0 0 
 510FACU  1 2 3 1 10 5 11 1 0 0 0 0 
 509FACU  1 1 2 2 10 5 11 1 0 0 0 0 
 149FACU  1 1 2 7 3 1 0 0 0 0 0 0 
  46FACU  1 2 2 7 0 0 0 0 0 0 0 0 
 701FACU  0 0 0 0 0 0 0 0 0 0 0 0 
 723FACU  0 0 0 0 0 0 0 0 0 0 0 0 
 724FACU  0 0 0 0 0 0 0 0 0 0 0 0 
 316FACU  2 2 6 4 0 0 0 0 0 0 0 0 
 518FACU  1 1 2 3 10 5 11 1 0 0 0 0 
 152FACU  1 1 2 8 3 1 0 0 0 0 0 0 
  56FACU  1 2 2 8 0 0 0 0 0 0 0 0 
 702FACU  0 0 0 0 0 0 0 0 0 0 0 0 
 703FACU  0 0 0 0 0 0 0 0 0 0 0 0 
  63FACU  1 2 2 9 0 0 0 0 0 0 0 0 
 808FACU  0 0 0 0 0 0 0 0 0 0 0 0 
 558FACU  10 10 11 2 0 0 0 0 0 0 0 0 
  64FACU  1 2 2 10 0 0 0 0 0 0 0 0 
 738FACU  0 0 0 0 0 0 0 0 0 0 0 0 
  65FACU  1 2 2 11 0 0 0 0 0 0 0 0 
 805FACU  0 0 0 0 0 0 0 0 0 0 0 0 
  66FACU  1 2 2 12 0 0 0 0 0 0 0 0 
  67FACU  1 2 2 13 0 0 0 0 0 0 0 0 
 717FACU  0 0 0 0 0 0 0 0 0 0 0 0 
 807FACU  0 0 0 0 0 0 0 0 0 0 0 0 
 710FACU  0 0 0 0 0 0 0 0 0 0 0 0 
  68FACU  1 2 2 14 0 0 0 0 0 0 0 0 
 806FACU  0 0 0 0 0 0 0 0 0 0 0 0 
 153FACU  2 8 3 2 0 0 0 0 0 0 0 0 
 154FACU  2 8 3 2 0 0 0 0 0 0 0 0 
1405FACU  1 3 4 1 25 1 0 0 0 0 0 0
1427FACU  1 3 2 1 4 1 25 1 0 0 0 0
1111FACU  1 3 2 1 4 1 15 1 0 0 0 0
# UNIFAC LLE
 915FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 914FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 922FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1501FACL  39 1 0 0 0 0 0 0 0 0 0 0 
 908FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 909FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1938FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1894FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1855FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1904FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 918FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1907FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 902FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1921FACL  17 1 0 0 0 0 0 0 0 0 0 0 
1922FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1911FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 919FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1903FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 912FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 900FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 905FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 899FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 901FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 910FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 911FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1521FACL  37 1 0 0 0 0 0 0 0 0 0 0 
1771FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1001FACL  28 1 0 0 0 0 0 0 0 0 0 0 
1502FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1681FACL  0 0 0 0 0 0 0 0 0 0 0 0 
   1FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1101FACL  1 1 14 1 0 0 0 0 0 0 0 0 
1701FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1541FACL  32 1 36 1 0 0 0 0 0 0 0 0 
1854FACL  0 0 0 0 0 0 0 0 0 0 0 0 
4865FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 401FACL  0 0 0 0 0 0 0 0 0 0 0 0 
4868FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1504FACL  2 1 32 1 0 0 0 0 0 0 0 0 
1851FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1524FACL  31 1 35 1 0 0 0 0 0 0 0 0 
1772FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 201FACL  2 2 0 0 0 0 0 0 0 0 0 0 
1522FACL  1 1 35 1 0 0 0 0 0 0 0 0 
1523FACL  31 2 0 0 0 0 0 0 0 0 0 0 
1002FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1441FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1252FACL  1 1 23 1 0 0 0 0 0 0 0 0 
1301FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1503FACL  1 1 31 1 0 0 0 0 0 0 0 0 
   2FACL  1 2 0 0 0 0 0 0 0 0 0 0 
1401FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1102FACL  1 1 2 1 14 1 0 0 0 0 0 0 
1201FACL  2 2 14 2 0 0 0 0 0 0 0 0 
1820FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1802FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1704FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1774FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 402FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 301FACL  2 1 8 1 0 0 0 0 0 0 0 0 
 202FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1051FACL  1 1 19 1 0 0 0 0 0 0 0 0 
1302FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1312FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1253FACL  1 1 2 1 20 1 0 0 0 0 0 0 
1876FACL  0 0 0 0 0 0 0 0 0 0 0 0 
   3FACL  1 2 2 1 0 0 0 0 0 0 0 0 
1104FACL  16 1 0 0 0 0 0 0 0 0 0 0 
1103FACL  15 1 0 0 0 0 0 0 0 0 0 0 
1703FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 418FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1821FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1775FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 404FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 403FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 302FACL  1 1 4 1 5 1 0 0 0 0 0 0 
 303FACL  5 2 0 0 0 0 0 0 0 0 0 0 
 204FACL  1 1 2 1 5 1 0 0 0 0 0 0 
 205FACL  1 2 6 1 0 0 0 0 0 0 0 0 
 206FACL  1 2 6 1 0 0 0 0 0 0 0 0 
 207FACL  1 2 8 1 0 0 0 0 0 0 0 0 
1006FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1052FACL  1 1 2 1 19 1 0 0 0 0 0 0 
1479FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1421FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1256FACL  1 1 2 2 23 1 0 0 0 0 0 0 
1313FACL  1 2 26 1 0 0 0 0 0 0 0 0 
1322FACL  1 1 2 1 25 1 0 0 0 0 0 0 
1303FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1845FACL  56 1 0 0 0 0 0 0 0 0 0 0 
2856FACL  0 0 0 0 0 0 0 0 0 0 0 0 
   5FACL  1 2 2 2 0 0 0 0 0 0 0 0 
   4FACL  1 3 3 1 0 0 0 0 0 0 0 0 
1105FACL  1 1 2 3 14 1 0 0 0 0 0 0 
1106FACL  1 2 2 1 3 1 14 1 0 0 0 0 
1107FACL  1 2 2 1 3 1 14 1 0 0 0 0 
1108FACL  1 3 4 1 14 1 0 0 0 0 0 0 
1402FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1202FACL  2 3 14 2 28 1 0 0 0 0 0 0 
1710FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1889FACL  22 1 0 0 0 0 0 0 0 0 0 0 
1791FACL  50 1 0 0 0 0 0 0 0 0 0 0 
 309FACL  1 1 5 1 8 1 0 0 0 0 0 0 
 104FACL  2 5 0 0 0 0 0 0 0 0 0 0 
 212FACL  1 2 2 1 8 1 0 0 0 0 0 0 
 213FACL  1 2 2 1 8 1 0 0 0 0 0 0 
 214FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 209FACL  1 1 2 2 5 1 0 0 0 0 0 0 
 210FACL  1 2 2 1 6 1 0 0 0 0 0 0 
 211FACL  1 2 2 1 6 1 0 0 0 0 0 0 
1053FACL  1 2 2 1 20 1 0 0 0 0 0 0 
1061FACL  1 2 3 1 19 1 0 0 0 0 0 0 
1314FACL  0 0 0 0 0 0 0 0 0 0 0 0 
   8FACL  1 3 2 1 3 1 0 0 0 0 0 0 
   7FACL  1 2 2 3 0 0 0 0 0 0 0 0 
   9FACL  1 4 4 1 0 0 0 0 0 0 0 0 
1592FACL  9 3 40 3 0 0 0 0 0 0 0 0 
1573FACL  9 4 40 2 0 0 0 0 0 0 0 0 
1572FACL  9 4 40 2 0 0 0 0 0 0 0 0 
1574FACL  9 4 40 2 0 0 0 0 0 0 0 0 
1680FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1571FACL  9 5 40 1 0 0 0 0 0 0 0 0 
1691FACL  0 0 0 0 0 0 0 0 0 0 0 0 
1886FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 501FACL  9 6 0 0 0 0 0 0 0 0 0 0 
1181FACL  9 5 18 1 0 0 0 0 0 0 0 0 
1792FACL  9 5 43 1 0 0 0 0 0 0 0 0 
1080FACL  2 4 20 1 0 0 0 0 0 0 0 0 
 137FACL  2 6 0 0 0 0 0 0 0 0 0 0 
 216FACL  1 1 2 3 5 1 0 0 0 0 0 0 
 105FACL  1 1 2 4 3 1 0 0 0 0 0 0 
1151FACL  2 5 3 1 14 1 0 0 0 0 0 0 
  14FACL  1 4 3 2 0 0 0 0 0 0 0 0 
  15FACL  1 4 3 2 0 0 0 0 0 0 0 0 
  11FACL  1 2 2 4 0 0 0 0 0 0 0 0 
  12FACL  1 3 2 2 3 1 0 0 0 0 0 0 
  13FACL  1 3 2 2 3 1 0 0 0 0 0 0 
1203FACL  2 4 14 2 28 2 0 0 0 0 0 0 
1706FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 502FACL  9 5 11 1 0 0 0 0 0 0 0 0 
1183FACL  1 1 9 4 10 2 14 1 0 0 0 0 
1182FACL  1 1 9 4 10 2 14 1 0 0 0 0 
1184FACL  1 1 9 4 10 2 14 1 0 0 0 0 
 138FACL  1 1 2 5 3 1 0 0 0 0 0 0 
 107FACL  1 1 2 5 3 1 0 0 0 0 0 0 
 234FACL  1 1 2 4 5 1 0 0 0 0 0 0 
  17FACL  1 2 2 5 0 0 0 0 0 0 0 0 
 601FACL  2 1 9 5 13 1 0 0 0 0 0 0 
 504FACL  1 1 9 5 12 1 0 0 0 0 0 0 
 506FACL  9 4 11 2 0 0 0 0 0 0 0 0 
 505FACL  9 4 11 2 0 0 0 0 0 0 0 0 
 507FACL  9 4 11 2 0 0 0 0 0 0 0 0 
 140FACL  1 1 2 6 3 1 0 0 0 0 0 0 
 114FACL  1 1 2 6 3 1 0 0 0 0 0 0 
  27FACL  1 2 2 6 0 0 0 0 0 0 0 0 
  40FACL  1 5 2 1 3 1 4 1 0 0 0 0 
  41FACL  1 5 2 1 3 1 4 1 0 0 0 0 
  42FACL  1 5 2 1 3 1 4 1 0 0 0 0 
  43FACL  1 5 3 3 3 1 4 1 0 0 0 0 
1204FACL  2 5 14 2 28 3 0 0 0 0 0 0 
 803FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 820FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 510FACL  1 2 3 1 9 5 10 1 0 0 0 0 
 509FACL  1 1 2 2 9 5 10 1 0 0 0 0 
 149FACL  1 1 2 7 3 1 0 0 0 0 0 0 
  46FACL  1 2 2 7 0 0 0 0 0 0 0 0 
 701FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 723FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 724FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 316FACL  2 2 6 4 0 0 0 0 0 0 0 0 
 518FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 152FACL  1 1 2 8 3 1 0 0 0 0 0 0 
  56FACL  1 2 2 8 0 0 0 0 0 0 0 0 
 702FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 703FACL  0 0 0 0 0 0 0 0 0 0 0 0 
  63FACL  1 2 2 9 0 0 0 0 0 0 0 0 
 808FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 558FACL  9 10 10 2 0 0 0 0 0 0 0 0 
  64FACL  1 2 2 10 0 0 0 0 0 0 0 0 
 738FACL  0 0 0 0 0 0 0 0 0 0 0 0 
  65FACL  1 2 2 11 0 0 0 0 0 0 0 0 
 805FACL  0 0 0 0 0 0 0 0 0 0 0 0 
  66FACL  1 2 2 12 0 0 0 0 0 0 0 0 
  67FACL  1 2 2 13 0 0 0 0 0 0 0 0 
 717FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 807FACL  0 0 0 0 0 0 0 0 0 0 0 0 
 710FACL  0 0 0 0 0 0 0 0 0 0 0 0 
  68FACL  1 2 2 14 0 0 0 0 0 0 0 0 
 806FACL  0 0 0 0 0 0 0 0 0 0 0 0 
# ASOG
 915ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
 914ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
 922ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1501ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
 908ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
 909ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1938ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1894ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1855ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1904ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
 918ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1907ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
 902ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1921ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1922ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1911ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
 919ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1903ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
 912ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
 900ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
 905ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
 899ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
 901ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
 910ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
 911ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1521ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1771ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1001ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1502ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1681ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
   1ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1101ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1701ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1541ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1854ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
4865ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
 401ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
4868ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1504ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1851ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1524ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1772ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
 201ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1522ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1523ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1002ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1441ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1252ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1301ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1503ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
   2ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1401ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1102ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1201ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1820ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1802ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1704ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1774ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
 402ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
 301ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
 202ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1051ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1302ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1312ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
1253ASOG  0 0 0 0 0 0 0 0 0 0 0 0 
